"MIC","OPERATING MIC","OPRT/SGMT","MARKET NAME-INSTITUTION DESCRIPTION","LEGAL ENTITY NAME","LEI","MARKET CATEGORY CODE","ACRONYM","ISO COUNTRY CODE (ISO 3166)","CITY","WEBSITE","STATUS","CREATION DATE","LAST UPDATE DATE","LAST VALIDATION DATE","EXPIRY DATE","COMMENTS"
"RMMX","RMMS","SGMT","RMB MORGAN STANLEY - INVENTORY MANAGER","RMB MORGAN STANLEY","54930026T33G80GFU737","NSPD","","ZA","JOHANNESBURG","WWW.RMB.CO.ZA/SOLUTION/EQUITY-SALES-TRADING-AND-RESEARCH","ACTIVE","20201228","20201228","","",""
"NOCO","XSTO","SGMT","NASDAQ STOCKHOLM AB - COMMODITIES","","549300KBQIVNEJEZVL96","RMKT","","SE","STOCKHOLM","WWW.NASDAQOMXNORDIC.COM","EXPIRED","20171023","20201228","","20201228",""
"MABX","BMEX","SGMT","BME MTF EQUITY (IIC AND ECR SEGMENTS)","BOLSAS Y MERCADOS ESPANOLES SISTEMAS DE NEGOCIACION SOCIEDAD ANONIMA","95980079EEM99NR57242","NSPD","MAB","ES","MADRID","WWW.BMEGROWTH.ES","ACTIVE","20070723","20201228","","",
"CECA","CECA","OPRT","CECABANK","CECABANK SA","549300CQ9NLEHMRCU505","SINT","","ES","MADRID","WWW.CECABANK.ES","ACTIVE","20201228","20201228","","","SYSTEMATIC INTERNALISER."
"DBDC","DBIX","SGMT","DEUTSCHE BANK - DIRECT CAPITAL ACCESS","","","NSPD","DCA","GB","LONDON","HTTPS://AUTOBAHN.DB.COM/MICROSITE/HTML/EQUITY.HTML","EXPIRED","20141027","20201228","","20201228","DEUTSCHE BANK AG MARKET SEGMENT MARKET CODE FOR DCA AS PER MMT2 STANDARD DEFINITION PROPOSED BY FIXPROTOCOL.ORG AND SUPPORTED BY EUROPEAN TDM'S(HTTP://WWW.BATSTRADING.CO.UK/BXTR/)"
"DBSE","DBIX","SGMT","DEUTSCHE BANK - SUPERX EU","","","NSPD","SUPERX EU","GB","LONDON","HTTPS://AUTOBAHN.DB.COM/MICROSITE/HTML/EQUITY.HTML","EXPIRED","20141027","20201228","","20201228","DEUTSCHE BANK AG MARKET SEGMENT MARKET CODE FOR SUPERX EU AS PER MMT2 STANDARD DEFINITION PROPOSED BY FIXPROTOCOL.ORG AND SUPPORTED BY EUROPEAN TDM'S(HTTP://WWW.BATSTRADING.CO.UK/BXTR/)"
"DBCX","DBIX","SGMT","DEUTSCHE BANK - CLOSE CROSS","","","NSPD","CLX","GB","LONDON","HTTPS://AUTOBAHN.DB.COM/MICROSITE/HTML/EQUITY.HTML","EXPIRED","20141027","20201228","","20201228","DEUTSCHE BANK AG MARKET SEGMENT MARKET CODE FOR CLOSE CROSS AS PER MMT2 STANDARD DEFINITION PROPOSED BY FIXPROTOCOL.ORG AND SUPPORTED BY EUROPEAN TDM'S(HTTP://WWW.BATSTRADING.CO.UK/BXTR/)"
"DBCR","DBIX","SGMT","DEUTSCHE BANK - CENTRAL RISK BOOK","","","NSPD","CENTRAL RISK BOOK","GB","LONDON","HTTPS://AUTOBAHN.DB.COM/MICROSITE/HTML/EQUITY.HTML","EXPIRED","20141027","20201228","","20201228","DEUTSCHE BANK AG MARKET SEGMENT MARKET CODE FOR THE CENTRAL RISK BOOK AS PER MMT2 STANDARD DEFINITION PROPOSED BY FIXPROTOCOL.ORG AND SUPPORTED BY EUROPEAN TDM'S(HTTP://WWW.BATSTRADING.CO.UK/BXTR/)"
"HPCO","HPCX","SGMT","HPC ETRADING","HPC","969500AMLHB21RACL168","OTFS","HPC","FR","PARIS","WWW.OTCEXGROUP.COM","ACTIVE","20171127","20201228","","","ORGANISED TRADING FACILITY."
"ICOR","ICOT","SGMT","ICAP EU -  OTF - REGISTRATION","TP ICAP (EUROPE) SA","213800R54EFFINMY1P02","OTFS","TPIE","FR","PARIS","HTTPS://REGULATORY.TPICAP.COM/TPICAP/EU/ICAPEUOTF","ACTIVE","20201228","20201228","","",""
"JNSI","JNSI","OPRT","JANE STREET NETHERLANDS B.V.","JANE STREET NETHERLANDS B.V.","549300AE0DWETJDYFB29","SINT","","NL","AMSTERDAM","WWW.JANESTREET.COM","ACTIVE","20201026","20201228","","","SYSTEMATIC INTERNALISER."
"TPER","TPEU","SGMT","TULLETT PREBON EU OTF - REGISTRATION","TP ICAP (EUROPE) SA","213800R54EFFINMY1P02","OTFS","TPIE","FR","PARIS","HTTPS://REGULATORY.TPICAP.COM/TPICAP/EU/TPEUOTF","ACTIVE","20201228","20201228","","",""
"XSDX","XSWX","SGMT","SIX DIGITAL EXCHANGE","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","NSPD","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","ACTIVE","20190624","20190624","","","REGULATED PLATFORM TO ISSUE AND TRADE DIGITAL ASSETS. WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"XSWX","XSWX","OPRT","SIX SWISS EXCHANGE","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","RMKT","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","ACTIVE","20050627","20150427","","","MID/SMALL CAP EQUITY, FUNDS, ETFS, BOND SEGMENT. WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"XDLP","XSWX","SGMT","SIX SWISS EXCHANGE - DEAL POOL - BOOK BUILDING AND ANNOUNCEMENT PLATFORM","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","NSPD","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","ACTIVE","20201228","20201228","","","WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"XSWM","XSWX","SGMT","SIX SWISS EXCHANGE - SIX SWISS EXCHANGE AT MIDPOINT","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","RMKT","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","ACTIVE","20160926","20160926","","",""
"XSLS","XSWX","SGMT","SIX SWISS EXCHANGE - SLS","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","NSPD","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","EXPIRED","20160926","20200127","","20200127","WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"XSEB","XSWX","SGMT","SIX SWISS EXCHANGE - EBBO BOOK","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","RMKT","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","ACTIVE","20181126","20181126","","","EBBO EQUITY ORDER BOOK. WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"XBTR","XSWX","SGMT","SIX SWISS BILATERAL TRADING PLATFORM FOR STRUCTURED OTC PRODUCTS","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","NSPD","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","EXPIRED","20130325","20231225","20231225","20231231","WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"XVTX","XSWX","SGMT","SIX SWISS EXCHANGE - BLUE CHIPS SEGMENT","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","RMKT","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","EXPIRED","20100322","20150427","","20201207","WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"XQOD","XSWX","SGMT","SIX SWISS EXCHANGE - ETF QOD","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","RMKT","SIX","CH","ZURICH","WWW.SIX-GROUP.COM/EN/SITE/EXCHANGES.HTML","ACTIVE","20200727","20200727","","","WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"XQMH","XSWX","SGMT","SIX SWISS EXCHANGE - STRUCTURED PRODUCTS","SIX SWISS EXCHANGE AG","529900HQ12A6FGDMWA17","RMKT","SIX","CH","ZURICH","WWW.SIX-STRUCTURED-PRODUCTS.COM","ACTIVE","20071022","20170424","","","WARRANTS AND STRUCTURED PRODUCTS SEGMENT. WWW.SIX-GROUP.COM/EN/PRODUCTS-SERVICES/THE-SWISS-STOCK-EXCHANGE.HTML"
"BNPX","BNPX","OPRT","BNP PARIBAS ALTERNATIVE TRADING SYSTEM","BNP PARIBAS SECURITIES (JAPAN) LIMITED","549300W1PKAHKJ86TC84","ATSS","","JP","TOKYO","WWW.BNPPARIBAS.JP/EN/","ACTIVE","20201228","20201228","","",""
"BTRL","BTRL","OPRT","BANCA TRANSILVANIA S.A.","BANCA TRANSILVANIA S.A.","549300RG3H390KEL8896","SINT",,"RO","CLUJ NAPOCA","WWW.BANCATRANSILVANIA.RO","ACTIVE","20201228","20230828","","",
"NTUK","NTUK","OPRT","NATIXIS LONDON BRANCH","NATIXIS","KX1WK48MPD4Y2NCUIZ63","NSPD","NLB","GB","LONDON","WWW.NATIXIS.COM","ACTIVE","20201228","20201228","","",""
"EQOS","EQOS","OPRT","EQUOS","DIGINEX LIMITED","9845005F6E0700AD5F45","NSPD","","SG","SINGAPORE","HTTPS://EQUOS.IO/","ACTIVE","20201228","20201228","","",""
"LMNR","LMNR","OPRT","LUMINOR BANK AS","LUMINOR BANK AS","213800JD2L89GGG7LF07","NSPD","","EE","TALLINN","WWW.LUMINOR.EE","ACTIVE","20180924","20180924","","",""
"CEDX","CCRM","SGMT","CBOE EUROPE DERIVATIVES","CBOE EUROPE B.V.","2549007JY1TP7I1IMY80","RMKT","CBOE NL CEDX","NL","AMSTERDAM","HTTPS://MARKETS.CBOE.COM/EUROPE/DERIVATIVES/","ACTIVE","20201123","20201123","","","EUROPEAN FUTURES AND OPTIONS VENUE."
"EQCA","EQCA","OPRT","EQUILEND CANADA CORP.","EQUILEND CANADA CORP.","213800MJ9CY4JWO58S26","NSPD","","CA","TORONTO","WWW.EQUILEND.COM","ACTIVE","20201123","20201123","","",""
"EQUS","EQUS","OPRT","EQUILEND LLC","EQUILEND LLC","213800BN4DRR1ADYGP92","NSPD","","US","NEW YORK","WWW.EQUILEND.COM","ACTIVE","20201123","20201123","","",""
"EVOL","EVOL","OPRT","EVOLUTION MARKETS","EVOLUTION MARKETS LIMITED","213800XUL6949NBPI464","NSPD","EVOL","GB","LONDON","WWW.EVOMARKETS.COM","ACTIVE","20201123","20201123","","","COMMODITIES."
"STEE","NORX","SGMT","NASDAQ COMMODITIES - STEEL COMMODITY","NASDAQ OSLO ASA","5493003IZZWOHHJY1L88","NSPD",,"NO","OSLO","WWW.NASDAQOMX.COM/COMMODITIES/","EXPIRED","20170424","20170424","20170424","20171023",
"BULK","NORX","SGMT","NASDAQ COMMODITIES - BULK COMMODITY","NASDAQ OSLO ASA","5493003IZZWOHHJY1L88","NSPD",,"NO","OSLO","WWW.NASDAQOMX.COM/COMMODITIES/","EXPIRED","20170424","20170424","20170424","20171023",
"RBCC","RBCC","OPRT","RBC - PARIS BRANCH","ROYAL BANK OF CANADA","ES7IP3U3RHIGC71XBU11","SINT","","FR","PARIS","WWW.RBC.COM","ACTIVE","20171127","20201123","","","SYSTEMATIC INTERNALISER."
"BEBG","BEBG","OPRT","BULGARIAN ENERGY TRADING PLATFORM","BULGARIAN ENERGY TRADING PLATFORM AD","984500852DB3CFC4A665","OTFS","BETP","BG","SOFIA","WWW.BETP.BG","ACTIVE","20201123","20201123","","",""
"CBKS","CBKA","SGMT","COMMERZBANK INTEREST RATE SWAPS","COMMERZBANK","851WYGNLUQLFZBSYGB56","SINT","","DE","FRANKFURT","WWW.COMMERZBANK.COM","ACTIVE","20201123","20201123","","","SYSTEMATIC INTERNALISER."
"XTXD","XTXD","OPRT","XTX DIRECT","XTX EXECUTION SERVICES LLC","213800JN435WOWCN5904","NSPD","","US","NEW YORK","WWW.XTXMARKETS.COM","ACTIVE","20201123","20201123","","",""
"SSWM","SSWM","OPRT","SSW MARKET MAKING",,"529900HXJ1XD6KSE5V15","SINT","SSWMM","DE","OSTSTEINBEK","WWW.SSW-MARKETMAKING.COM","EXPIRED","20171127","20171127","","20201026","SYSTEMATIC INTERNALISER."
"XOAS","XOSL","SGMT","EURONEXT EXPAND OSLO","OSLO BORS ASA","5967007LIEEXZXHDL433","RMKT",,"NO","OSLO","WWW.OSLOBORS.NO","ACTIVE","20070226","20201026","","",
"XOSL","XOSL","OPRT","OSLO BORS","OSLO BORS ASA","5967007LIEEXZXHDL433","RMKT",,"NO","OSLO","WWW.OSLOBORS.NO","ACTIVE","20050627","20201026","","",
"SGA2","SGAS","SGMT","SG AMERICAS SECURITIES, LLC - SECOND VENUE","SG AMERICAS SECURITIES, LLC","549300F35UE0BOM1WJ55","NSPD","SGAS","US","NEW YORK","WWW.SGCIB.COM","ACTIVE","20201026","20201026","","","US BROKER DEALER."
"EWRM","TMEX","SGMT","TURKISH MERCANTILE EXCHANGE - ELECTRONIC WAREHOUSE RECEIPT MARKET","TURKISH MERCANTILE EXCHANGE","789000WD6N4YYP0DBA94","NSPD","","TR","ANKARA","WWW.TURIB.COM.TR","ACTIVE","20201026","20221024","20221024","","ELECTRONIC WAREHOUSE RECEIPT 5EWR)."
"MERK","XOSL","SGMT","EURONEXT GROWTH - OSLO","OSLO BORS ASA","5967007LIEEXZXHDL433","NSPD",,"NO","OSLO","WWW.OSLOBORS.NO","ACTIVE","20150824","20201026","","","MULTILATERAL TRADING FACILITY FOR FINANCIAL INSTRUMENTS"
"XOBD","XOSL","SGMT","OSLO BORS - DERIVATIVES MARKET","OSLO BORS ASA","5967007LIEEXZXHDL433","RMKT",,"NO","OSLO","WWW.OSLOBORS.NO","ACTIVE","20200224","20201026","","",
"BSAB","BSAB","OPRT","BANCO DE SABADELL, S.A.","BANCO DE SABADELL, S.A.","SI5RG2M0WQQLZCXKRM20","SINT","BSAB","ES","SABADELL","WWW.BANCSABADELL.COM","ACTIVE","20201026","20201026","","","SYSTEMATIC INTERNALISER."
"BSPL","BSPL","OPRT","BNP PARIBAS SECURITIES SERVICES LONDON BRANCH","BNP PARIBAS SECURITIES SERVICES","549300WCGB70D06XZS54","SINT","BP2S LB SI","GB","LONDON","WWW.SECURITIES.BNPPARIBAS.COM","ACTIVE","20201026","20201026","","","SYSTEMATIC INTERNALISER - FOR UK MIFID II."
"BSTX","BSTX","OPRT","BOSTON SECURITY TOKEN EXCHANGE LLC","BOSTON SECURITY TOKEN EXCHANGE LLC","2549006WP283X33X4H65","NSPD","","US","BOSTON","WWW.BSTX.COM","ACTIVE","20201026","20201026","","",""
"XNOM","XNOM","OPRT","NOMISMA (LIECHTENSTEIN) AG","NOMISMA (LIECHTENSTEIN) AG","529900G6L3HVV56IET69","MLTF","","LI","VADUZ","HTTP://NIEDERMUELLER.LAW","ACTIVE","20201026","20201026","","","BLOCKCHAIN BASED MULTILATERAL TRADING FACILITY (MTF)."
"BBOK","BARX","SGMT","BARCLAYS SINGLE DEALER PLATFORM","BARCLAYS CAPITAL INC.","AC28XWWI3WIBK2824319","NSPD","BBOK","US","NEW YORK","WWW.INVESTMENTBANK.BARCLAYS.COM/MARKETS/EQUITIES-LIQUID-MARKETS.HTML","ACTIVE","20201026","20201026","","","U.S. EQUITIES SINGLE DEALER PLATFORM/POOL."
"BLFX","BLBB","SGMT","BAYERNLB - FX DERIVATIVES MARKET","BAYERISCHE LANDESBANK","VDYMYTQGZZ6DU0912C88","NSPD","","DE","MUNICH","WWW.BAYERNLB.DE","ACTIVE","20201026","20201026","","",""
"OLBB","OLBB","OPRT","OLDENBURGISCHE LANDESBANK AG FX  HANDEL","","5299008I0TO44SUINZ71","SINT","","DE","OLDENBURG","WWW.OLB.DE","ACTIVE","20200928","20200928","","","SYSTEMATIC INTERNALISER."
"SGMU","SGMU","OPRT","SIGMA X EUROPE NON-DISPLAYED BOOK","GOLDMAN SACHS PARIS INC. AND CO.","ZSLF02UC3X1JFV1UX676","MLTF","GSPIC","FR","PARIS","HTTP://GSET.GS.COM/SIGMAXMTF","ACTIVE","20200928","20200928","","",""
"AFEX","AFEX","OPRT","AFRINEX LIMITED","","894500KM5IC8X0Z2BZ48","NSPD","","MU","CYBERCITY, EBENE","WWW.AFRINEXEXCHANGE.COM","ACTIVE","20200928","20200928","","",""
"BNPL","BNPL","OPRT","BNP PARIBAS SA LONDON BRANCH","BNP PARIBAS","R0MUWSFPU8MPRO8K5P83","SINT","BNPP SA LB SI","GB","LONDON","WWW.CIB.BNPPARIBAS.COM","ACTIVE","20200928","20231127","","","SYSTEMATIC INTERNALISER. FOR UK MIFID II."
"CAPL","CAPL","OPRT","CREDIT AGRICOLE BANK POLSKA S.A.","","259400HDEOLMZRULAI41","SINT","","PL","WROCLAW","WWW.CREDIT-AGRICOLE.PL","ACTIVE","20200928","20200928","","","SYSTEMATIC INTERNALISER. CREDIT AGRICOLE BANK POLSKA S.A. IS GOING TO GET THE STATUS OF SI BY 15 SEPTEMBER 2020."
"CCMX","CCMX","OPRT","CARTAX","CARTA CAPITAL MARKETS, LLC","254900I65B0WPGRT5P75","NSPD","","US","NEW YORK","HTTPS://CARTA.COM/X","ACTIVE","20200928","20200928","","",""
"ONEC","CGMI","SGMT","CITI-ONE","CITIGROUP GLOBAL MARKETS INC.","MBNUM2BPBDO7JBLYG310","NSPD","","US","NEW YORK","WWW.CITI.COM/MSS/SOLUTIONS/EQUITIES/E-TRADING/LIQUIDITY/","ACTIVE","20200928","20200928","","",""
"MBSI","MSBI","SGMT","MORGAN STANLEY BANK INTERNATIONAL LIMITED - SYSTEMATIC INTERNALISER","","Z06S12H6N9QRJ8HHN626","SINT","","GB","LONDON","WWW.MORGANSTANLEY.COM","ACTIVE","20200928","20200928","","","SYSTEMATIC INTERNALISER."
"MSBI","MSBI","OPRT","MORGAN STANLEY BANK INTERNATIONAL LIMITED","","Z06S12H6N9QRJ8HHN626","NSPD","","GB","LONDON","WWW.MORGANSTANLEY.COM","ACTIVE","20200928","20200928","","",""
"SGMV","SGMU","SGMT","SIGMA X EUROPE AUCTION BOOK","GOLDMAN SACHS PARIS INC. AND CO.","ZSLF02UC3X1JFV1UX676","MLTF","","FR","PARIS","HTTP://GSET.GS.COM/SIGMAXMTF","ACTIVE","20200928","20200928","","",""
"SGMW","SGMU","SGMT","SIGMA X EUROPE NEGOTIATED TRADE","GOLDMAN SACHS PARIS INC. AND CO.","ZSLF02UC3X1JFV1UX676","MLTF","","FR","PARIS","HTTP://GSET.GS.COM/SIGMAXMTF","ACTIVE","20200928","20200928","","",""
"T212","T212","OPRT","TRADING 212 LIMITED","","549300TGZX4PLYAP3S87","SINT","","BG","SOFIA","WWW.TRADING212.COM","ACTIVE","20200928","20200928","","","SYSTEMATIC INTERNALISER."
"TMEX","TMEX","OPRT","TURKISH MERCANTILE EXCHANGE","","789000WD6N4YYP0DBA94","NSPD","","TR","ANKARA","WWW.TURIB.COM.TR","ACTIVE","20200928","20221024","20221024","",""
"XCBO","XCBO","OPRT","CBOE GLOBAL MARKETS INC.","","529900RLNSGA90UPEH54","NSPD","CBOE","US","CHICAGO","HTTP://MARKETS.CBOE.COM/","ACTIVE","20080728","20200928","","","USED FOR CBOE OPTIONS EXCHANGE (C1)."
"CONE","XCBO","SGMT","CBOE OPTIONS EXCHANGE","","529900RLNSGA90UPEH54","NSPD","","US","CHICAGO","HTTP://MARKETS.CBOE.COM/","EXPIRED","20200824","20200928","","20200928","CBOE OPTIONS EXCHANGE (C1)."
"CTWO","XCBO","SGMT","CBOE C2 OPTIONS EXCHANGE","","529900RLNSGA90UPEH54","NSPD","","US","CHICAGO","HTTP://MARKETS.CBOE.COM/","EXPIRED","20200824","20200928","","20200928",""
"C2OX","XCBO","SGMT","CBOE C2 OPTIONS EXCHANGE","","529900RLNSGA90UPEH54","NSPD","C2OX","US","CHICAGO","HTTP://MARKETS.CBOE.COM/","ACTIVE","20090525","20200928","","","C2 OPTIONS EXCHANGE."
"PEPQ","PEPW","SGMT","PEPINS - MTF - QUARTER","","549300PV0N0O6PILB435","MLTF","","SE","NACKA","WWW.PEPINS.COM","ACTIVE","20200824","20200824","","","MULTILATERAL TRADING FACILITY - QUARTERLY TRADING SCHEDULE."
"PEPY","PEPW","SGMT","PEPINS - MTF - YEAR","","549300PV0N0O6PILB435","MLTF","","SE","NACKA","WWW.PEPINS.COM","ACTIVE","20200824","20200824","","","MULTILATERAL TRADING FACILITY - YEARLY TRADING SCHEDULE."
"PEPH","PEPW","SGMT","PEPINS - MTF - HALF-YEAR","","549300PV0N0O6PILB435","MLTF","","SE","NACKA","WWW.PEPINS.COM","ACTIVE","20200824","20200824","","","MULTILATERAL TRADING FACILITY - HALF-YEAR TRADING SCHEDULE."
"PEPM","PEPW","SGMT","PEPINS - MTF - MONTH","","549300PV0N0O6PILB435","MLTF","","SE","NACKA","WWW.PEPINS.COM","ACTIVE","20200824","20200824","","","MULTILATERAL TRADING FACILITY - MONTHLY TRADING SCHEDULE."
"XPOM","XPOM","OPRT","PNGX MARKETS LIMITED","","969500V2SMK6Y4EDPW84","NSPD","PNGX","PG","PORT MORESBY","WWW.PNGX.COM.PG","ACTIVE","20050627","20200824","","",""
"GROW","BMEX","SGMT","BME GROWTH MARKET",,"95980079EEM99NR57242","NSPD",,"ES","MADRID","WWW.BMEGROWTH.ES","ACTIVE","20200824","20200824","","",
"CLST","CLST","OPRT","CLEAR STREET","","549300YFSMTHTGWBJ648","NSPD","CLST","US","NEW YORK","HTTPS://CLEARSTREET.IO/","ACTIVE","20200824","20200824","","",""
"LLAT","LLAT","OPRT","LIECHTENSTEINISCHE LANDESBANK (OSTERREICH) AG","","529900MZNQDC3A3WSZ72","SINT","","AT","VIENNA","WWW.LLB.AT","ACTIVE","20200727","20200727","","","SYSTEMATIC INTERNALISER."
"EPRD","MIHI","SGMT","MIAX PEARL EQUITIES EXCHANGE DARK","MIAX PEARL, LLC",,"RMKT","EPRD","US","PRINCETON","WWW.MIAXGLOBAL.COM","ACTIVE","20200824","20230828","20230828","","MIAX PEARL: ELECTRONIC TRADING FOR EQUITIES NON-DISPLAYED (DARK) EXECUTIONS."
"GSPL","GSAL","SGMT","GS PRINCIPAL LIQUIDITY ASIA","GOLDMAN SACHS (ASIA) L.L.C.","549300NIUPNUFRZ8LJ52","NSPD",,"HK","HONG KONG","WWW.GSET.GS.COM","ACTIVE","20200727","20230626","","",
"IMMH","IMMH","OPRT","IMMH - INTESA SANPAOLO","","2W8N8UU78PMDQKZENC08","SINT","","IT","MILAN","WWW.INTESASANPAOLO.COM","ACTIVE","20180528","20200727","","","SYSTEMATIC INTERNALISER. EFFECTIVE MERGER DATE IS ON 20 JULY 2020."
"AQSE","AQSE","OPRT","AQUIS STOCK EXCHANGE","AQUIS STOCK EXCHANGE LIMITED","213800AMGNBSOCOSDN11","RMKT","AQSE","GB","LONDON","WWW.AQUIS.EU","ACTIVE","20220926","20220926","20220926","",""
"ENMS","ENMS","OPRT","EURONEXT MARKETS SINGAPORE PTE. LTD.","","549300LIT3MHVGH91679","NSPD","","SG","SINGAPORE","WWW.EURONEXTFX.COM/EURONEXT-SINGAPORE","ACTIVE","20200727","20200727","","",""
"FAST","FAST","OPRT","EURONEXT FX","","549300EXXMRP3JPN4C59","NSPD","","US","NEW YORK","WWW.EURONEXTFX.COM","ACTIVE","20120528","20200727","","","ELECTRONIC TRADING PLATFORM FOR OTC FOREIGN EXCHANGE PRODUCTS."
"TLCM","ICOT","SGMT","LOUIS CAPITAL MARKETS EU","","213800R54EFFINMY1P02","NSPD","","FR","PARIS","HTTPS://REGULATORY.TPICAP.COM/","ACTIVE","20200727","20200727","","",""
"ILCM","IOTF","SGMT","LOUIS CAPITAL MARKETS UK","TP ICAP BROKING LIMITED","549300BMVW85YF9FGN67","OTFS","","GB","LONDON","HTTPS://REGULATORY.TPICAP.COM/","ACTIVE","20200727","20220822","20220822","",""
"LELE","LELE","OPRT","LEDGEREDGE","LEDGEREDGE LTD","984500AA73C11BD44B21","NSPD","","GB","LONDON","WWW.LEDGEREDGE.COM","ACTIVE","20200727","20200727","","",""
"MCXX","MCXX","OPRT","METROPOLITAN STOCK EXCHANGE OF INDIA LIMITED","","3358002YCEYDX7UK4352","NSPD","","IN","MUMBAI","WWW.MSEI.IN","ACTIVE","20101122","20200727","","",""
"MEMD","MEMX","SGMT","MEMX LLC DARK","","254900ZJZM9RSYHE7D79","NSPD","MEMXDARK","US","JERSEY CITY","HTTPS://MEMX.COM/","ACTIVE","20200727","20200727","","",""
"EBSO","NEXS","SGMT","NEX SEF - TAILORED ORDER BOOKS","NEX SEF LIMITED","2138008LPQ92DIHKHY20","SEFS",,"GB","LONDON","WWW.CMEGROUP.COM","ACTIVE","20200727","20230626","20230626","","SWAP EXECUTION FACILITY."
"PEPW","PEPW","OPRT","PEPINS - MTF","","549300PV0N0O6PILB435","MLTF","","SE","NACKA","WWW.PEPINS.COM","ACTIVE","20200727","20200727","","","MULTILATERAL TRADING FACILITY."
"WFLB","WFLB","OPRT","WELLS FARGO BANK NA - LONDON BRANCH","","KB1H1DSPRFMYMCUFXT09","SINT","","GB","LONDON","WWW.EMEA.WF.COM","ACTIVE","20200727","20200727","","","SYSTEMATIC INTERNALISER. FX AND RATES DERIVATIVES."
"WFSE","WFSE","OPRT","WELLS FARGO SECURITIES EUROPE, S.A.","WELLS FARGO SECURITIES EUROPE","549300AQWOOF7S8JFF80","SINT","WFSE","FR","PARIS","WWW.WELLSFARGO.COM","EXPIRED","20200727","20220926","20220926","20220926",""
"VNDM","WSAG","SGMT","WALL STREET ACCESS NYC - VNDM","","549300Z0MOT47D6OQV22","NSPD","VNDM","US","NEW YORK","WWW.WSACCESS.COM","ACTIVE","20200727","20200727","","","BROKER DEALER SPECIALIZING IN INSTITUTIONAL EXECUTION AND MARKET-MAKING IN US EQUITIES, FIXED INCOME AND OPTIONS."
"WABR","WSAG","SGMT","WALL STREET ACCESS NYC","","549300Z0MOT47D6OQV22","NSPD","WABR","US","NEW YORK","WWW.WSACCESS.COM","ACTIVE","20200727","20200727","","","BROKER DEALER SPECIALIZING IN INSTITUTIONAL EXECUTION AND MARKET-MAKING IN US EQUITIES, FIXED INCOME AND OPTIONS."
"XSCA","XSES","SGMT","SINGAPORE CATALIST MARKET","","549300IQ650PPXM76X03","NSPD","","SG","SINGAPORE","WWW.SGX.COM","ACTIVE","20080922","20200727","","","SPONSOR-SUPERVISED MARKET MODEL."
"TMCC","IFUS","SGMT","ICE TMC","","254900IU6VEB33AMKU93","ATSS","","US","NEW YORK","WWW.THEICE.COM","ACTIVE","20191125","20200727","","","ICE TMC ATS IS OPERATED BY ICE BONDS SECURITIES CORPORATION."
"EDBT","XDUB","SGMT","EURONEXT DUBLIN - TRADED BONDS",,"635400DZBUIMTBCXGA12","NSPD",,"IE","DUBLIN","WWW.EURONEXT.COM","ACTIVE","20200622","20200727","","",
"EDGL","XDUB","SGMT","GLOBAL EXCHANGE MARKET - TRADED BONDS",,"635400DZBUIMTBCXGA12","NSPD",,"IE","DUBLIN","WWW.EURONEXT.COM","ACTIVE","20200622","20200727","","",
